county,lat,lng,state
Rains County,32.8685085,-95.7964017,Texas
Wirt County,39.0287156,-81.3558282,West Virginia
Stutsman County,46.9596318,-98.9742609,North Dakota
Tyler County,30.7563939,-94.3984613,Texas
Dubuque County,42.4692988,-90.8742047,Iowa
King County,47.4873376,-121.8622122,Washington
Kit Carson County,39.3080613,-102.62075,Colorado
Brown County,44.4383498,-88.0167093,Wisconsin
Snohomish County,48.0074736,-121.7304882,Washington
Carroll County,33.5588005,-85.0641272,Georgia
Craighead County,35.8348413,-90.6441144,Arkansas
South Norfolk City,36.8161934,-76.2726343,Virginia
Harris County,29.8119769,-95.3741247,Texas
Columbia County,33.5313102,-82.2563979,Georgia
Franklin County,44.5599139,-74.3273735,New York
Lawrence County,31.5129753,-90.1205396,Mississippi
Howard County,39.2305289,-76.9166241,Maryland
Llano County,30.6663312,-98.6970374,Texas
San Bernardino County,34.8253019,-116.0833144,California
Early County,31.3466656,-84.9350894,Georgia
Allegany County,39.6572451,-78.6550628,Maryland
Outagamie County,44.41603,-88.4602005,Wisconsin
Terrebonne Parish,29.4616211,-90.8705871,Louisiana
Washington County,31.3991238,-88.2019828,Alabama
Gibson County,38.3079744,-87.5775949,Indiana
Baldwin County,30.3030216,-87.5186233,Mississippi
Highland County,38.3860395,-79.5179853057402,Virginia
Bennington County,43.0125713,-73.1473048,Vermont
Pickens County,34.8882592,-82.7193824,South Carolina
Daviess County,37.6877924,-87.0818357,Kentucky
Garfield County,38.0777924,-99.2448316,Kansas
Mohave County,35.7218038,-113.8271174,Arizona
Dakota County,42.4049316,-96.5677015,Nebraska
Box Elder County,41.3586056,-113.2112072,Utah
Fremont County,43.0293336,-108.5772551,Wyoming
Adams County,46.073286,-102.5315028,North Dakota
Hoke County,35.0271856,-79.2432785,North Carolina
Lincoln County,37.4657952,-84.6573677,Kentucky
Raleigh County,37.7493481,-81.2250929,West Virginia
Gurabo Municipio,18.2555647,-65.9723799,Puerto Rico
Nevada County,33.6413476,-93.3055491,Arkansas
Starke County,41.2753164,-86.6457565,Indiana
Carbon County,41.7423474,-106.8625645,Wyoming
White River County,43.1039506,-102.7951921,Dakota
Monroe County,43.150094,-77.6810141,New York
Graham County,32.8397096,-109.8685752,Arizona
Page County,38.6002354,-78.5016516,Virginia
Henry County,36.6725813,-79.9242922,Virginia
Warwick County,38.2823416,-80.0639537,Virginia
Jackson County,35.2962391,-83.1388055,North Carolina
Gunnison County,38.6476702,-107.0603126,Colorado
Robertson County,36.4996336,-86.8519164,Tennessee
Montgomery County,36.4803824,-87.3786221,Tennessee
Gonzales County,29.4436555,-97.5108636,Texas
Dorsey County,35.4923634,-94.236709,Arkansas
Roosevelt County,48.3069516,-104.9709901,Montana
Orange County,43.9950352,-72.3763533,Vermont
Jefferson County,43.0224668,-88.7673031,Wisconsin
Greenlee County,33.2312681,-109.2751297,Arizona
Benzie County,44.6408868,-85.9928452,Michigan
Motley County,34.0395459,-100.7744062,Texas
Red Lake County,47.8605178,-96.0988343,Minnesota
Owen County,39.2984518,-86.8508562,Indiana
Blount County,35.6719722,-83.9314465,Tennessee
Berkeley County,33.1595951,-79.9070461,South Carolina
Comal County,29.7979704,-98.2690787,Texas
Cayey Municipio,18.1126889,-66.1662772,Puerto Rico
Pine County,46.0820957,-92.7542126,Minnesota
Bedford County,40.0271453,-78.5237447,Pennsylvania
Dona Ana County,32.32817,-106.8494235,New Mexico
Rockingham County,36.3926798,-79.744144,North Carolina
White County,34.6322605,-83.7596041,Georgia
Jo Daviess County,42.3506664,-90.1743742,Illinois
McPherson County,45.7350535,-99.2473056,South Dakota
Cocke County,35.9467093,-83.103978,Tennessee
Menominee County,45.5785741,-87.562159,Michigan
Meade County,44.5263375,-102.6463435,South Dakota
Edwards County,29.9116617,-100.3457636,Texas
Butler County,31.7340713,-86.6754793,Alabama
Apache County,35.214632,-109.4786676,Arizona
Huron County,43.8385749,-83.0221987,Michigan
Hinsdale County,37.813681,-107.3304179,Colorado
Cullman County,34.1335332,-86.8779268,Alabama
Centre County,40.9381735,-77.7865722,Pennsylvania
Menard County,30.8573562,-99.8320637,Texas
Stevens County,48.4249969,-117.8489411,Washington
Morrow County,45.360901,-119.6052459,Oregon
Sumter County,32.0485072,-84.1862464,Georgia
Mariposa County,37.570148,-119.9036592,California
Peñuelas Municipio,18.0617208,-66.7213733,Puerto Rico
Allegany County,42.2446061,-78.0419281,New York
Graham County,35.359542,-83.8337785,North Carolina
Atkinson County,31.3030105,-82.8839362,Georgia
Litchfield County,41.767249,-73.2543049,Connecticut
Gallatin County,38.7531444,-84.8435828,Kentucky
Ellis County,32.3854626,-96.8478682464103,Texas
Sheboygan County,43.7128967,-87.9370433,Wisconsin
Moore County,35.8156121,-101.9104355,Texas
Henderson County,35.3389062,-82.4663918,North Carolina
Lawrence County,41.001415,-80.350071,Pennsylvania
Monroe County,39.7157533,-81.1078783,Ohio
McKenzie County (old),47.7702536,-103.4734684,North Dakota
Douglas County,36.9433177,-92.5246813,Missouri
Ohio County,38.9480496,-84.9581728,Indiana
Butler County,40.9162435,-79.926239881021,Pennsylvania
Hamilton County,38.0058948,-101.8141159,Kansas
Lajas Municipio,18.0504452,-67.0595686,Puerto Rico
Prentiss County,34.6222512,-88.5153286,Mississippi
Lincoln County,35.6961464,-96.8898429,Oklahoma
Hamilton County,43.6307863,-74.4659275,New York
Jackson County,39.4030917,-95.8159647,Kansas
Kimball County,41.1881305,-103.6997645,Nebraska
Wayne County,31.6212491,-88.6858852,Mississippi
Knox County,44.1773049,-69.2127109,Maine
Ohio County,40.0984771,-80.6109467,Virginia
Giles County,35.2178285,-87.0296239,Tennessee
Ascension Parish,30.2690505,-90.9327459,Orleans
Santa Rosa County,30.6964502,-87.0097524,Florida
Jefferson County,31.7257154,-91.0335766,Mississippi
Craven County,35.0808574,-77.0439978,North Carolina
Plaquemines Parish,29.8506971,-89.9878534,Orleans
Caroline County,38.8550631,-75.8247398,Maryland
Grant County,38.6472221,-84.6162564,Kentucky
Lafayette County,34.3519389,-89.4664677,Mississippi
Jefferson County,40.3792938,-80.7847619,Ohio
Franklin County,44.8753987,-72.9297141,Vermont
Wilkinson County,32.7924994,-83.1623561,Georgia
Crawford County,44.6769346,-84.6237147,Michigan
Titus County,33.2040399,-94.9651725,Texas
Doddridge County,39.2632436,-80.7299566,Virginia
Harney County,43.055195,-119.0240263,Oregon
Jefferson County,41.0131342,-91.9718642,Iowa
Walker County,30.6795741,-95.5522823,Texas
Jefferson County,47.7325289,-123.6328565,Washington
Roger Mills County,35.6596782,-99.6898104,Oklahoma
Garfield County,47.2403675,-106.9487371,Montana
Grays Harbor County,47.1744169,-123.8658829,Washington
Avery County,36.0771285,-81.9230523,North Carolina
Stoddard County,36.8556646,-89.9451636,Missouri
Rensselaer County,42.7091389,-73.5107732,New York
Claiborne County,36.4673161,-83.6786377,Tennessee
Gregory County,43.1713788,-99.1674843,Dakota
Haywood County,35.5675653,-89.287824,Tennessee
Appling County,31.7771435,-82.2996274,Georgia
Napa County,38.4898675,-122.3218414,California
Encinal County,28.041117,-99.3544787,Texas
Metcalfe County,36.9767017,-85.6254484,Kentucky
Westmoreland County,40.2930159,-79.4873204,Pennsylvania
Crawford County,37.9920098,-91.3156445,Missouri
Divide County,48.8189219,-103.5180387,North Dakota
Van Zandt County,32.5375642,-95.8292165,Texas
Floyd County,34.0266015,-101.2765537,Texas
Washington County,45.0078591,-92.8743564,Minnesota
Crawford County,32.7212675,-83.9825337,Georgia
Gloucester County,39.7267303,-75.1535378,New Jersey
Stephens County,32.6944793,-98.8200722,Texas
Armstrong County,40.7876239,-79.4689832,Pennsylvania
Anderson County,38.198077,-95.3067461,Kansas
Washington County,40.1943798,-80.2541251,Pennsylvania
Chatham County,31.9668887,-81.0626008,Georgia
Sweetwater County,41.6239475,-108.9702314,Wyoming
Coffey County,38.235413,-95.7498925,Kansas
Lincoln County,43.2724187,-96.7387762,Dakota
Chambers County,29.7191125,-94.5412295,Texas
Cotton County,34.2907874,-98.3750699,Oklahoma
Carter County,45.4812219,-104.5596687,Montana
Barnes County,46.9310489,-98.0678849,North Dakota
Cahawba County,32.316881,-87.1029535,Alabama
Pawnee Reservation,40.1223248,-96.2629022,Nebraska
Terry County,33.1514254,-102.3328121,Texas
Frontier County,40.5520473,-100.4230266,Nebraska
Kanawha County,38.3428208,-81.5089835,West Virginia
Union County,30.044304,-82.3954479,Florida
Cherokee County,37.1718068,-94.8482069,Kansas
Hidalgo County,31.801493,-108.7598468,New Mexico
Washington County,42.36592,-73.116214,Massachusetts
Pointe Coupee Parish,30.6194283,-91.5740887,Louisiana
Bayamón Municipio,18.3990551,-66.1560326,Puerto Rico
Hampden County,42.1285315,-72.6063441,Massachusetts
Otsego County,42.5984272,-75.0142701,New York
Washington City,38.8950092,-77.0365625,District Of Columbia
Hamlin County,44.6754502,-97.2005816,South Dakota
Houghton County,46.8591287,-88.7774734,Michigan
Kittitas County,47.1057471,-120.5849305,Washington
Nassau County,30.6624329,-81.7707334,Florida
Dare County,35.6333866,-75.6869011,North Carolina
Hardin County,37.5137015,-88.2675733,Illinois
Lincoln County,39.0343606,-98.2155504,Kansas
Middlesex County,41.4510811,-72.5528113,Connecticut
Pocahontas County,42.7262681,-94.6477383,Iowa
Lawrence County,38.7108998,-87.7194375,Illinois
Clay County,40.5020772,-98.0695257,Nebraska
Stark County,46.7870161,-102.7338349,Dakota
Tazewell County,40.5126429,-89.5442084,Illinois
Lynn County,33.1474257,-101.812592,Texas
Lewis County,43.7344277,-75.440289,New York
Tillman County,34.3835721,-98.9354765,Oklahoma
Bennett County,43.1854085,-101.655263,South Dakota
Monroe County,33.0142344,-83.9044159,Georgia
Hudspeth County,31.5388627,-105.4752945,Texas
Yankton County,43.0115255,-97.3967561,South Dakota
Klikatat County,39.612957,-119.769737,Washington
Vilas County,46.0382686,-89.4734462,Wisconsin
Delta County,38.8368777,-107.8568294,Colorado
Randolph County,36.3412315,-91.0387017,Arkansas
Spencer County,38.0288806,-86.9976446,Indiana
Colbert County,34.6473396,-87.7921769,Alabama
Cedar County,42.5947161,-97.2399373,Nebraska
Weld County,40.5632344,-104.4835287,Colorado
St. Lucie County,27.3900897,-80.457904,Florida
Portage County,44.4604931,-89.5108818,Wisconsin
Campbell County,45.7560544,-100.0441548,Dakota
Rio Arriba County,36.5488273,-106.8155233,New Mexico
Shelby County,31.7716364,-94.1301652,Texas
Island County,48.2162669,-122.6842402,Washington
Williams County,48.3629861,-103.4958386,North Dakota
Deaf Smith County,34.9323974,-102.5983118,Texas
Aguas Buenas Municipio,18.2567242,-66.1030047,Puerto Rico
Fulton County,39.9159664,-78.1299624,Pennsylvania
Washington County,43.2294536,-73.4471343,Northwest
Clayton County,42.8547706,-91.3667151,Iowa
Bethel Census Area,61.3204199,-159.3709719,Alaska
Wayne County,37.1129133,-90.4809149,Missouri
Wyoming County,37.5969073,-81.5364932,West Virginia
James County,36.06506655,-89.3912394162456,Tennessee
Perry County,31.153317,-88.9830577,Mississippi
Hamilton County,30.5232289,-82.9763531,Florida
Hale County,32.7412417,-87.6561668,Alabama
Washington County,44.9744397,-67.6287553,Maine
Kootenai County,47.654857,-116.7162916,Idaho
Henry County,38.3791027,-93.8066565,Missouri
Chaves County,33.2993426,-104.5133481,New Mexico
Richland County,34.0190006,-80.9176832,South Carolina
Meyer County,45.3616456,-101.6387563,Dakota
Concordia Parish,31.3941887,-91.6714379,Louisiana
Shannon County,37.1498052,-91.4328245,Missouri
Grand County,38.9634637,-109.6619899,Utah
St Lucie County (old),27.3900897,-80.457904,Florida
Iberville Parish,30.2120844,-91.3133623,Louisiana
Kitsap County,47.594502,-122.6474421,Washington
Grant County,46.3441037,-101.6261837,North Dakota
Adams County,31.4904433,-91.3297733,Mississippi
Lincoln County,33.7876673,-82.4508165,Georgia
Saline County,37.750075,-88.5302584,Illinois
Spencer County,38.0237475,-85.3203899,Kentucky
Grand County,40.0990074,-106.1366966,Colorado
West Baton Rouge Parish,30.4514623,-91.3261882,Louisiana
Curry County,42.4265426,-124.216879,Oregon
Dawson County,47.2416708,-104.9259088,Montana
Grant County,47.119015,-119.4904332,Washington
Red River County,33.571979,-95.0429674,Texas
Todd County,43.184924,-100.7438395,South Dakota
Clinton County,39.5975986,-94.4184896,Missouri
LaSalle County,41.3474892,-88.9011861,Illinois
Hardy County,39.0040008,-78.8441276,Virginia
McLean County,37.5216272,-87.2594272,Kentucky
St. Louis city,38.6271964,-90.2558827,Missouri
Wilbarger County,34.0265157,-99.2085961,Texas
Pike County,39.1056387,-83.0611404,Ohio
Williams County,41.5018224,-84.5923785,Ohio
Charlotte County,37.0416273,-78.6523968,Virginia
Jackson County,28.9224028,-96.55561,Texas
Godfrey County,37.7617094,-94.7099626,Kansas
Rush County,38.5047752,-99.309214,Kansas
Nassau County,40.7412643,-73.5877699,New York
Ottawa County,42.9547143,-85.9827867,Michigan
Jackson County,42.398015,-122.7540948,Oregon
Davidson County,35.7902384,-80.2115053,North Carolina
Young County,33.1508315,-98.6962766,Texas
Arlington County,38.8769326,-77.0893094,Virginia
Osage County,38.6736049,-95.7367738,Kansas
St Bernard Parish,29.9981533,-89.9042323,Orleans
Lake County,44.0188394,-97.1267291,Dakota
Carroll County,38.65718,-85.1000246,Kentucky
Jackson County,43.670011,-95.1500626,Minnesota
Kalkaska County,44.6780512,-85.1002509,Michigan
Stafford County,38.0350094,-98.718816,Kansas
Murray County,34.4935341,-97.0475803,Oklahoma
McMullen County,28.3138785,-98.5527241,Texas
Randolph County,35.7142874,-79.7975166,North Carolina
Douglas County,39.7628415,-88.2170516,Illinois
Jackson County,36.362299,-85.6654772,Tennessee
Wabaunsee County,38.9468399,-96.1991241,Kansas
Petroleum County,47.0606518,-108.2769626,Montana
Logan County,40.4430521,-83.7414465,Ohio
Gallia County,38.7952465,-82.3556216,Ohio
Gilchrist County,29.7131619,-82.7975172,Florida
Haines Borough,59.0831232,-135.3430573,Alaska
Desha County,33.7740219,-91.3110517,Arkansas
Wilkes County,33.7898432,-82.7385978,Georgia
Moniteau County,38.6074608,-92.5851064,Missouri
Lincoln County,41.0245579,-100.7366742,Nebraska
Lake County,42.7702847,-120.4528326,Oregon
Todd County,36.8098474,-87.1728185,Kentucky
Harrison County,40.2694328,-81.1289112,Ohio
Currituck County,36.3918723,-75.9118432,North Carolina
Henry County,33.4519942,-84.1367771,Georgia
Fergus County,47.2128617,-109.2175566,Montana
Smith County,36.2549331,-85.9741568288576,Tennessee
Robertson County,38.513372,-84.0465647,Kentucky
Sharp County,36.1344424,-91.4930274,Arkansas
Attala County,33.0777868,-89.5680661,Mississippi
Grant County,44.464824,-119.0565278,Oregon
Tyrrell County,35.8217079,-76.2126146,North Carolina
Union County,40.6652251,-74.3045277,New Jersey
Powell County,46.9109569,-113.0294193,Montana
Highlands County,27.3513186,-81.3615717,Florida
Bacon County,31.5555512,-82.4442559,Georgia
Howard County,32.3047833,-101.4271085,Texas
Humboldt County,42.7756032,-94.1956133,Iowa
Cabo Rojo Municipio,18.0870192,-67.1459114,Puerto Rico
Watonwan County,43.9736055,-94.6370354,Minnesota
Stanley County,44.4189684,-100.802728,South Dakota
Williams County (1890),48.3629861,-103.4958386,North Dakota
Pacific County,46.5334929,-123.768029,Washington
Madison County,45.2963203,-111.8930287,Montana
Smith County,32.3402898,-95.2563971,Texas
Delta County,33.3926893,-95.6749486,Texas
Duchesne County,40.2960433,-110.4715153,Utah
Real County,29.7949383,-99.8280905,Texas
Washington County,37.9559513,-90.879099,Missouri
Brookings County,44.3763598,-96.7925213,South Dakota
Worth County,31.524179,-83.8712801,Georgia
Franklin County,31.467398,-90.8992648,Mississippi
Warren County,35.6889753,-85.7796626,Tennessee
Berrien County,41.9838614,-86.3985714,Michigan
Atascosa County,28.8554434,-98.5316314,Texas
Conecuh County,31.3966783,-86.9437104,Alabama
Franklin County,29.8323143,-84.8239118,Florida
Foster County,47.4642277,-98.8815333,North Dakota
Clinton County,39.4259873,-83.8445792,Ohio
Nottoway County,37.1489448,-78.0583926,Virginia
Webster County,37.5139929,-87.6650997,Kentucky
Norton County,39.7944702,-99.9100033,Kansas
Dolores County,37.7524811,-108.4596087,Colorado
Logan County,46.4650338,-99.4501721,Dakota
Alleghany County,37.8167022,-80.0227166,Virginia
Echols County,30.6968025,-82.9078762,Georgia
Holt County,42.4304452,-98.7540783,Nebraska
Tyler County,39.4552913,-80.8682493,Virginia
Imperial County,33.0305487,-115.3595666,California
Wrangell-Petersburg,56.8182667,-132.949204,Alaska
Cabarrus County,35.4045503,-80.564371,North Carolina
Jayne County,45.294052,-96.460378,Dakota
Newton County,35.918468,-93.2273047,Arkansas
Bernalillo County,35.0349239,-106.6870693,New Mexico
Clay County,33.6393012,-88.7957063,Mississippi
Trigg County,36.7949221,-87.8782433,Kentucky
Sanilac County,43.4150687,-82.8234745,Michigan
Mercer County,41.2019729,-90.7398717,Illinois
Crowley County,38.3394806,-103.8263042,Colorado
Pulaski County,34.7550166,-92.3003472,Arkansas
Decatur County,40.7418231,-93.7994193,Iowa
Page County,40.736337,-95.1602396,Iowa
Carroll County,35.9631851,-88.4487987,Tennessee
Marion County,39.5128606,-80.2258567,West Virginia
Hardin County,30.3049642,-94.403904,Texas
Natrona County,42.9487008,-106.8465639,Wyoming
Hancock County,43.0847702,-93.7363674,Iowa
Ness County,38.4713429,-99.9586896,Kansas
Merced County,37.1641544,-120.7678602,California
Cumberland County,39.2744299,-88.2423795,Illinois
Burke County,48.7882181,-102.5295867,North Dakota
Hardeman County,35.1743058,-88.9963359,Tennessee
Levy County,29.3008632,-82.7824592,Florida
Wayne County,38.1270685,-82.4289201,Virginia
Arapahoe County,39.6416781,-104.3628567,Colorado
Klamath County,42.6052565,-121.739544,Oregon
Rosebud County,46.3894251,-106.6296053,Montana
Vernon County,37.8639924,-94.3800151,Missouri
Hardin County,42.3840463,-93.2293918,Iowa
Wright County,45.1489061,-93.9639196,Minnesota
Jefferson County,39.2954767,-77.8782587,Virginia
Greene County,36.091803,-90.5778883,Arkansas
Door County,44.7615925,-87.5329747,Wisconsin
Okeechobee County,27.3923408,-80.8873655,Florida
Walworth County,42.66774995,-88.5412928993522,Wisconsin
Ballard County,37.0231521,-88.9888619,Kentucky
Mineral County,39.3839905,-78.9416922,West Virginia
Tompkins County,42.443114,-76.4725920912081,New York
Thomas County,30.8686259,-83.9471866,Georgia
Jefferson County,40.185543,-97.1786805,Nebraska
McCreary County,36.735774,-84.4960095,Kentucky
Cooke County,33.582486,-97.2055298,Texas
Mackinac County,46.085237,-85.0336698,Michigan
Washington County,36.6930592,-95.9078261,Oklahoma
Pennington County,43.9955746,-102.7854668,Dakota
Hillsdale County,41.8779105,-84.5984396,Michigan
Shannon County,43.2977026,-102.5637516,Dakota
Washington County,41.463239,-71.7039673,Rhode Island
Bexar County,29.4263987,-98.5104781,Texas
Washington County,30.6009343,-85.6762025,Florida
Putnam County,40.4890407,-92.9709709,Missouri
Garfield County,46.4604687,-117.5294769,Washington
St Charles County,29.8883177,-90.3794968,Louisiana
Grimes County,30.5169334,-95.9943034,Texas
Logan County,40.7250975,-103.1221379,Colorado
Kerr County,30.045717,-99.3884839,Texas
Saratoga County,43.0833231,-73.8712155,New York
Johnson County,36.443004,-81.8434683,Tennessee
De Witt County,40.1734773,-88.9003733,Illinois
Marion County,39.8080573,-91.6318781,Missouri
Morris County,33.0738633,-94.7392197,Texas
Skamania County,45.966211,-121.9278867,Washington
Mercer County,40.2807177,-74.7033717,New Jersey
St. Landry Parish,30.6174002,-92.0035057,Louisiana
DeKalb County,41.8903447,-88.7713953,Illinois
Crenshaw County,31.6809362,-86.3244009,Alabama
Jackson County,38.818099,-81.6584708,West Virginia
Passaic County,41.0461864,-74.3177933,New Jersey
Tarrant County,32.7513658,-97.335696,Texas
Fulton County,34.0580391,-84.2961283,Georgia
Piscataquis County,45.8358193,-69.2923096,Maine
Burnet County,30.7763939,-98.1700016,Texas
Randolph County,38.0472916,-89.8107962,Illinois
Clarke County,33.9404278,-83.373049049883,Georgia
Gloucester County,37.4452288,-76.5594479,Virginia
Clay County,46.8994904,-96.5088202,Minnesota
Hall County,34.5036637,-100.6536777,Texas
Brooke County,40.2729451,-80.5699497,Virginia
Rich County,41.661286,-111.2123631,Utah
Columbia County,30.1935988,-82.6327488,Florida
Niobrara County,43.0087581,-104.4565524,Wyoming
Covington city,37.7810972,-79.9881199,Virginia
Scotland County,40.4479304,-92.1527305,Missouri
Kandiyohi County,45.142373,-95.0025846,Minnesota
Crockett County,35.8010059,-89.1300063,Tennessee
Dallas County,32.3117968,-87.1046643,Alabama
Ashtabula County,41.7167229,-80.74947,Ohio
Bradley County,33.4494147,-92.16876,Arkansas
McLennan County,31.5487691,-97.2189254,Texas
Ida County,42.3788371,-95.4949407,Iowa
Glacier County,48.6966449,-112.9467116,Montana
Wabash County,40.8065352,-85.7833563,Indiana
Caldwell Parish,32.0820785,-92.1130105,Louisiana
Madison County,37.4914691,-90.3567669,Missouri
Oliver County,47.1077709,-101.3524486,North Dakota
Greenwood County,34.1489805,-82.112882,South Carolina
LaSalle Parish,29.9757602,-91.9476206,Louisiana
Dickens County,33.6170056,-100.7614115,Texas
Adams County,39.9787786,-91.2110065,Northwest
Oregon County,36.6909747,-91.4219804,Missouri
Mitchell County,32.2898049,-100.9213003,Texas
Meeker County,45.1183643,-94.5175345,Minnesota
Talladega County,33.3967079,-86.1597137,Alabama
Taylor County,39.3280857,-80.0403265,Virginia
Broome County,42.1455623,-75.8404114,New York
Frio County,28.8352831,-99.1226618,Texas
Barceloneta Municipio,18.4505345,-66.5384276,Puerto Rico
Greene County,35.481724,-77.6728536,North Carolina
Leon County,31.2715127,-95.9953382,Texas
Arkansas County,34.2902454,-91.3598511,Arkansas
Bon Homme County,43.0067408,-97.8721324,Dakota
Knox County,38.687009,-87.3811461,Indiana
Clayton County,33.5204959,-84.3591713,Georgia
Schuyler County,42.3899705,-76.8744093,New York
Arkansas County,34.702156,-92.278146,Louisiana
St. Mary's County,38.206621,-76.5389973,Maryland
Putnam County,41.2025915,-89.2676414,Illinois
Baker County,31.3439196,-84.4555346,Georgia
Monongalia County,39.6391074,-80.0300399,Virginia
McLean County,40.4631789,-88.8196613,Illinois
Kendall County,41.5853584,-88.4319488,Illinois
Jackson County,44.3016847,-90.8085198,Wisconsin
Cross County,35.3001216,-90.7750181,Arkansas
Madison County,41.9064942,-97.5961512,Nebraska
Washington County,33.2626706,-90.9183546,Mississippi
Rice County,38.3266261,-98.2007179,Kansas
De Baca County,34.2989792,-104.4155765,New Mexico
Stark County,40.7214654,-81.4399734,Ohio
Fairfield County,34.4091797,-81.1131228,South Carolina
Cottonwood County,44.019068,-95.1658845,Minnesota
Keith County,41.1973065,-101.6862537,Nebraska
Comanche County,34.6557505,-98.4485103,Oklahoma
Jefferson County,38.1787175,-85.664528,Kentucky
Meagher County,46.6305891,-110.8988278,Montana
Archuleta County,37.1995993,-107.0842479,Colorado
Duplin County,34.9464988,-77.9320171,North Carolina
Perquimans County,36.1739896,-76.4254832,North Carolina
Wright County,42.7404452,-93.7325849,Iowa
Zavala County,28.8366612,-99.767631,Texas
Polk County,27.9448537,-81.7268789,Florida
Livingston County,39.7639036,-93.5573919,Missouri
Columbia County,43.4641929,-89.3478429,Wisconsin
Norfolk city,36.8889933,-76.2481624,Virginia
Logan County,37.8024603,-81.9284776,West Virginia
St. Louis County,38.6398744,-90.5188127750124,Missouri
Pittsburg County,34.927554,-95.7639966,Oklahoma
Piute County,38.310801,-112.1012191,Utah
Cherokee County,35.1184149,-84.0886181,North Carolina
Venango County,41.3996112,-79.7709417,Pennsylvania
Taylor County,40.738254,-94.6847413,Iowa
Washington County,30.2226352,-96.3936114,Texas
Polk County,33.9981581,-85.1567475,Georgia
Calhoun County,38.8311994,-81.1234524,Virginia
Murray County,34.7851861,-84.7352262,Georgia
Rusk County,42.9611154,-86.0148858,Dakota
Moore County,35.2835629,-86.3411514,Tennessee
Lincoln County,48.5891095,-115.4911526,Montana
Clay County,38.4460004,-81.0718148,West Virginia
Tazewell County,37.1236041,-81.5684129,Virginia
Union County,34.4834555,-88.9789198,Mississippi
Green County,37.2433976,-85.5346302,Kentucky
Kauai County,22.0603342,-159.503094,Hawaii
Jessamine County,37.8652866,-84.576902,Kentucky
Bryan County,32.0034889,-81.4241017,Georgia
Brunswick County,34.0718195,-78.1914215,North Carolina
Dunn County,47.30612,-102.6112348,North Dakota
Naranjito Municipio,-17.4964129,-62.6914196,Puerto Rico
Aransas County,28.1987876,-96.947708,Texas
Cumberland County,35.0461723,-78.8394255,North Carolina
La Salle County,28.3391148,-99.0982257,Texas
Madison County,30.4514352,-83.4524524,Florida
Webster County,42.4326072,-94.184316,Iowa
Deuel County,44.7554353,-96.671551,South Dakota
Dodge County,43.413614,-88.7177834,Wisconsin
Mercer County,37.8087581,-84.8760836,Kentucky
Branch County,41.916753,-85.0649374,Michigan
Phillips County,39.7961542,-99.346586,Kansas
Hemphill County,35.8293476,-100.2564532,Texas
Paulding County,33.8908526,-84.8569161,Georgia
Kimble County,30.4744131,-99.8199792,Texas
Rankin County,32.2338702,-89.9484651,Mississippi
Dorado Municipio,18.4587209,-66.2677506,Puerto Rico
Madison County,39.8868227,-83.3937233,Ohio
Dodge County,41.4547966,-96.522533,Missouri
Pickett County,36.5739954,-85.0985126,Tennessee
Sevier County,33.9867858,-94.243888,Arkansas
Marshall County,45.7619018,-97.6300108,South Dakota
Breckinridge County,36.435778,-97.736367,Kansas
Bedford city,37.3344561,-79.5235083,Virginia
Ziebach County (old),44.9241074,-101.7110445,South Dakota
Converse County,43.0202459,-105.5046207,Wyoming
Faribault County,43.6647961,-93.9510501,Minnesota
Warren County,33.4120461,-82.694643,Georgia
Missoula County,46.9653891,-113.9232612,Montana
Towner County,48.6481504,-99.2322581,North Dakota
Jewell County,39.795263,-98.2255146,Kansas
Ozaukee County,43.3569041,-87.9579748,Wisconsin
Carbon County,39.6023917,-110.6505023,Utah
Fairbanks North Star Borough,64.8649039,-146.7751619,Alaska
Somerset County,40.5675084,-74.6189556,New Jersey
Bremer County,42.7669649,-92.3099856,Iowa
Utuado Municipio,18.2653557,-66.6999395,Puerto Rico
New Haven County,41.4082,-72.9330283,Connecticut
Pierce County,42.2591262,-97.6036812,Nebraska
Nolan County,32.2719306,-100.3987748,Texas
Le Flore County,34.8782244,-94.6852153,Oklahoma
Callaway County,38.8491265,-91.9257607,Missouri
Unicoi County,36.1072175,-82.4440506,Tennessee
Cortland County,42.5842136,-76.0704906,New York
Dallas County,45.2591275,-91.8148954,Wisconsin
Broadwater County,46.3252827,-111.4969303,Montana
Calhoun County,33.6567769,-80.7603948,South Carolina
Maricao Municipio,18.1806789,-66.9798041,Puerto Rico
Sioux County,42.5055628,-103.7745337,Nebraska
Gooding County,43.0031041,-114.8286924,Idaho
Eaton County,42.5935964,-84.8443666,Michigan
Wichita County,33.9516534,-98.7088886,Texas
Montgomery County,38.9682313,-91.4821326,Missouri
Wright County,37.2731008,-92.4765999,Missouri
Seminole County,35.1705939,-96.6263487,Oklahoma
San Francisco County,37.7792808,-122.4192363,California
Villalba Municipio,18.1283511,-66.4925028,Puerto Rico
Juniata County,40.5368022,-77.4300565,Pennsylvania
Montgomery County,32.0839135,-82.539273,Georgia
Kalawao County,21.1965413,-156.9666208,Hawaii
Edgecombe County,35.9213841,-77.5971695,North Carolina
Calhoun County,39.1397507,-90.6506113,Illinois
Dorchester County,38.3930694,-76.0995677,Maryland
Hunterdon County,40.5770634,-74.9261552,New Jersey
Carteret County,34.8496625,-76.5931208,North Carolina
Pulaski County,37.2314232,-89.1183427,Illinois
